route,content_id,template,publication_availability,locale,version,condition,instance_kind,navigation_path,shortest_observed_link_depth,navigation_status,intended_payoff,reason_to_continue,default_inspection,expanded_inspection,desktop_inspection,mobile_inspection,evidence_path,existing_or_new_issue,severity,issue,disposition,affected_batch
"[{""route"":""/references"",""anchor"":""institutionalism"",""locator"":""The False Promise of International Institutions""}]",bibliography:institutionalistRefs:6,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The False Promise of International Institutions,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""Anarchy Is What States Make of It: The Social Construction of Power Politics""}]",bibliography:constructivistRefs:1,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Anarchy Is What States Make of It: The Social Construction of Power Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""Social Theory of International Politics""}]",bibliography:constructivistRefs:2,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Social Theory of International Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""The Culture of National Security: Norms and Identity in World Politics""}]",bibliography:constructivistRefs:3,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Culture of National Security: Norms and Identity in World Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""International Norm Dynamics and Political Change""}]",bibliography:constructivistRefs:4,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,International Norm Dynamics and Political Change,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""The Promise of Constructivism in International Relations Theory""}]",bibliography:constructivistRefs:5,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Promise of Constructivism in International Relations Theory,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""constructivism"",""locator"":""Leaving Theory Behind: Why Simplistic Hypothesis Testing Is Bad for International Relations""}]",bibliography:constructivistRefs:6,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Leaving Theory Behind: Why Simplistic Hypothesis Testing Is Bad for International Relations,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""States and Markets""}]",bibliography:critPERefs:1,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,States and Markets,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""Social Forces, States and World Orders: Beyond International Relations Theory""}]",bibliography:critPERefs:2,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,"Social Forces, States and World Orders: Beyond International Relations Theory","Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""The Political Economy of International Relations""}]",bibliography:critPERefs:3,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Political Economy of International Relations,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""The Economic Development of Latin America and Its Principal Problems""}]",bibliography:critPERefs:4,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Economic Development of Latin America and Its Principal Problems,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""Dependency and Development in Latin America""}]",bibliography:critPERefs:5,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Dependency and Development in Latin America,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""critical-pe"",""locator"":""States and the Reemergence of Global Finance: From Bretton Woods to the 1990s""}]",bibliography:critPERefs:6,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,States and the Reemergence of Global Finance: From Bretton Woods to the 1990s,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""methods"",""locator"":""A Technique for the Measurement of Attitudes""}]",bibliography:methodsRefs:1,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,A Technique for the Measurement of Attitudes,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""methods"",""locator"":""The Nature of Belief Systems in Mass Publics""}]",bibliography:methodsRefs:2,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Nature of Belief Systems in Mass Publics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""methods"",""locator"":""The Nature and Origins of Mass Opinion""}]",bibliography:methodsRefs:3,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Nature and Origins of Mass Opinion,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""methods"",""locator"":""Expert Political Judgment: How Good Is It? How Can We Know?""}]",bibliography:methodsRefs:4,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Expert Political Judgment: How Good Is It? How Can We Know?,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/references"",""anchor"":""methods"",""locator"":""Beyond Paradigms: Analytic Eclecticism in the Study of World Politics""}]",bibliography:methodsRefs:5,app/references/page.tsx,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",bibliography-entry,"[""/"",""/method"",""/references""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Beyond Paradigms: Analytic Eclecticism in the Study of World Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""Theory of International Politics""}]",realism:readings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Theory of International Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""The Tragedy of Great Power Politics""}]",realism:readings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Tragedy of Great Power Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""Politics Among Nations""}]",realism:readings:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Politics Among Nations,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""War and Change in World Politics""}]",realism:advancedReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,War and Change in World Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""Perception and Misperception in International Politics""}]",realism:advancedReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Perception and Misperception in International Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""The Origins of Alliances""}]",realism:advancedReadings:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Origins of Alliances,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""After Hegemony""}]",realism:counterReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-counterReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,After Hegemony,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""readings"",""locator"":""Anarchy Is What States Make of It""}]",realism:counterReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-counterReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Anarchy Is What States Make of It,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""subtraditions"",""locator"":""Classical realism""}]",realism:subtraditions:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Classical realism,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""subtraditions"",""locator"":""Structural realism (neorealism)""}]",realism:subtraditions:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Structural realism (neorealism),"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""subtraditions"",""locator"":""Offensive realism""}]",realism:subtraditions:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Offensive realism,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""subtraditions"",""locator"":""Defensive realism""}]",realism:subtraditions:4,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Defensive realism,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""issue-readings"",""locator"":""Great-power rivalry""}]",realism:issueReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-issueReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Great-power rivalry,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""issue-readings"",""locator"":""Trade and technology decoupling""}]",realism:issueReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-issueReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Trade and technology decoupling,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/realism"",""anchor"":""issue-readings"",""locator"":""Humanitarian intervention""}]",realism:issueReadings:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-issueReadings,"[""/"",""/explore"",""/explore/realism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Humanitarian intervention,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""After Hegemony""}]",institutionalism:readings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,After Hegemony,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""Diplomacy and Domestic Politics""}]",institutionalism:readings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Diplomacy and Domestic Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""Power and Governance in a Partially Globalized World""}]",institutionalism:readings:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-readings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Power and Governance in a Partially Globalized World,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""After Victory: Institutions, Strategic Restraint, and the Rebuilding of Order After Major Wars""}]",institutionalism:advancedReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,"After Victory: Institutions, Strategic Restraint, and the Rebuilding of Order After Major Wars","Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""The Evolution of Cooperation""}]",institutionalism:advancedReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The Evolution of Cooperation,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""A New World Order""}]",institutionalism:advancedReadings:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-advancedReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,A New World Order,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""The False Promise of International Institutions""}]",institutionalism:counterReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-counterReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,The False Promise of International Institutions,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""readings"",""locator"":""War and Change in World Politics""}]",institutionalism:counterReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-counterReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,War and Change in World Politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""subtraditions"",""locator"":""Liberal institutionalism (neoliberalism)""}]",institutionalism:subtraditions:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Liberal institutionalism (neoliberalism),"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""subtraditions"",""locator"":""Two-level game / domestic politics""}]",institutionalism:subtraditions:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Two-level game / domestic politics,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""subtraditions"",""locator"":""Democratic peace theory""}]",institutionalism:subtraditions:3,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Democratic peace theory,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""subtraditions"",""locator"":""Global governance / regime complexity""}]",institutionalism:subtraditions:4,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-subtraditions,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Global governance / regime complexity,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""issue-readings"",""locator"":""Great-power rivalry""}]",institutionalism:issueReadings:1,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-issueReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Great-power rivalry,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
"[{""route"":""/explore/institutionalism"",""anchor"":""issue-readings"",""locator"":""Trade and technology decoupling""}]",institutionalism:issueReadings:2,lib/explore-content.ts,rendered public reference; see exposure/state,as listed in exposures,no independent record version,"[""default document""]",tradition-issueReadings,"[""/"",""/explore"",""/explore/institutionalism""]",2,Observed route-link graph plus recorded disclosure/fixture prerequisite,Trade and technology decoupling,"Inspect the source, disagreement or supporting record identified here",visible,1 assertions: passed,DOM text/link check; visual composition covered by representative family only,Parent route structural check; not individual source/prose visual verification,verification.json#coverage,,,,KEEP rendered record; external source verification not inferred,B
